datetime,precipitation,temperature,humidity,wind,date,pm2_5,pm10,co,no2,o3
2017-01-01T00:00:00Z,0,0.1,99.6,1.2,2017-01-01,NA,NA,NA,NA,NA
2017-01-01T01:00:00Z,0,0.5,99.6,1,2017-01-01,78,86,1.1,29.7,6.5
2017-01-01T02:00:00Z,0,-0.4,99.6,0.9,2017-01-01,78,86,1.2,26.3,7.1
2017-01-01T03:00:00Z,0,-2.4,99.6,0.8,2017-01-01,78,86,1.3,24.6,7.5
2017-01-01T04:00:00Z,0,-1.8,99.6,1.4,2017-01-01,78,86,1.2,22.9,5.7
2017-01-01T05:00:00Z,0,-1.8,99.6,1.3,2017-01-01,78,86,1.1,22.5,5.5
2017-01-01T06:00:00Z,0,-2.2,99.6,1.2,2017-01-01,78,86,1.2,22.8,6.5
2017-01-01T07:00:00Z,0,-2.5,99.6,1.3,2017-01-01,78,86,1.2,22.8,6.8
2017-01-01T08:00:00Z,0,-2.9,99.6,1,2017-01-01,78,86,1.3,20.6,7.6
2017-01-01T09:00:00Z,0,-3.7,99.6,1.5,2017-01-01,78,86,1.2,17.8,7.5
2017-01-01T10:00:00Z,0,-2.8,99.6,1.7,2017-01-01,78,86,1.2,17.8,9.9
2017-01-01T11:00:00Z,0,-1.5,99.6,2.2,2017-01-01,78,86,1.1,19.8,13.4
2017-01-01T12:00:00Z,0.2,1.1,99.5,2.1,2017-01-01,78,86,1.2,24.1,15.1
2017-01-01T13:00:00Z,0.2,3.1,99.3,2.3,2017-01-01,78,86,1.1,24.1,17.5
2017-01-01T14:00:00Z,0,3.8,98.2,2.5,2017-01-01,78,86,1.1,23,19.4
2017-01-01T15:00:00Z,0,4.2,98.2,1.9,2017-01-01,78,86,1,21.6,18.9
2017-01-01T16:00:00Z,0,3,99.4,1.6,2017-01-01,78,86,0.9,23.5,16.6
2017-01-01T17:00:00Z,0,0.6,99.6,1.3,2017-01-01,78,86,1,27.5,14
2017-01-01T18:00:00Z,0,-0.2,99.6,0.6,2017-01-01,78,86,1,33.1,8.7
2017-01-01T19:00:00Z,0,0.1,99.6,0.4,2017-01-01,78,86,1.2,29,5.3
2017-01-01T20:00:00Z,0,-0.2,99.6,0.3,2017-01-01,78,86,1.3,29.2,5.7
2017-01-01T21:00:00Z,0,-0.5,99.6,0.5,2017-01-01,78,86,1.1,32.2,6.3
2017-01-01T22:00:00Z,0,-1.4,99.6,0.6,2017-01-01,78,86,1.2,30.9,6
2017-01-01T23:00:00Z,0,-0.3,99.6,0.9,2017-01-01,78,86,1.2,32.9,6.4
2017-01-02T00:00:00Z,0,-0.3,99.6,0.8,2017-01-02,89,98,1.2,37.2,6.5
2017-01-02T01:00:00Z,0,-1.7,99.6,0.6,2017-01-02,89,98,1.2,29.7,6.3
2017-01-02T02:00:00Z,0,-0.8,99.6,0.6,2017-01-02,89,98,1.3,26,6.4
2017-01-02T03:00:00Z,0,-1.2,99.6,0.6,2017-01-02,89,98,1.3,23.2,6.4
2017-01-02T04:00:00Z,0,-1.3,99.6,0.5,2017-01-02,89,98,1.3,21,6.5
2017-01-02T05:00:00Z,0,-1.1,99.6,0.7,2017-01-02,89,98,1.3,20.4,6.6
2017-01-02T06:00:00Z,0,-0.7,99.6,0.8,2017-01-02,89,98,1.4,17.6,6.9
2017-01-02T07:00:00Z,0,-0.7,99.6,0.5,2017-01-02,89,98,1.5,14.8,7.4
2017-01-02T08:00:00Z,0,-1,99.6,0.5,2017-01-02,89,98,1.5,9.9,7.1
2017-01-02T09:00:00Z,0,-0.8,99.6,0.4,2017-01-02,89,98,1.6,7.4,7.2
2017-01-02T10:00:00Z,0,0.1,99.6,0.5,2017-01-02,89,98,1.6,9.9,8.3
2017-01-02T11:00:00Z,0,1.9,99.5,0.5,2017-01-02,89,98,1.6,17.8,10
2017-01-02T12:00:00Z,0,3.7,98.7,0.9,2017-01-02,89,98,1.5,21.3,10.9
2017-01-02T13:00:00Z,0,3.7,92.6,0.7,2017-01-02,89,98,1.6,22.9,11.2
2017-01-02T14:00:00Z,0,5,83.7,1,2017-01-02,89,98,1.2,29,12.3
2017-01-02T15:00:00Z,0,6.1,74.9,1,2017-01-02,89,98,1,31.9,13.8
2017-01-02T16:00:00Z,0,5.7,75.7,0.5,2017-01-02,89,98,1,34.8,9.9
2017-01-02T17:00:00Z,0,4.9,86.2,0.5,2017-01-02,89,98,1.4,36.6,8.4
2017-01-02T18:00:00Z,0,4,96.2,0.4,2017-01-02,89,98,1.6,32.3,7.6
2017-01-02T19:00:00Z,0,3.7,91.2,0.8,2017-01-02,89,98,1.3,35.9,7.7
2017-01-02T20:00:00Z,0,3.2,96.9,0.8,2017-01-02,89,98,1.2,35.9,6.1
2017-01-02T21:00:00Z,0,2.8,99.3,0.8,2017-01-02,89,98,1.2,35,6.5
2017-01-02T22:00:00Z,0,2.3,99.4,0.9,2017-01-02,89,98,1.3,35,7
2017-01-02T23:00:00Z,0,2.4,99.4,1.2,2017-01-02,89,98,1.2,34.1,6.8
2017-01-03T00:00:00Z,0,2.5,99.4,1,2017-01-03,49,59,1.2,31.3,6.5
2017-01-03T01:00:00Z,0,2.5,99.4,0.4,2017-01-03,49,59,1.1,29.1,6.3
2017-01-03T02:00:00Z,0,2.6,99.4,0.5,2017-01-03,49,59,1.1,29.8,6.5
2017-01-03T03:00:00Z,0,2.9,99.3,0.5,2017-01-03,49,59,1.1,29.8,6.2
2017-01-03T04:00:00Z,0,2.9,99.3,1.3,2017-01-03,49,59,1.2,27.3,6.8
2017-01-03T05:00:00Z,0,2.6,99.3,0.9,2017-01-03,49,59,1.2,22.5,6.2
2017-01-03T06:00:00Z,0,2.2,99.3,1.1,2017-01-03,49,59,1.2,19.3,5.9
2017-01-03T07:00:00Z,0,1.6,99.4,0.5,2017-01-03,49,59,1.1,18.3,5.6
2017-01-03T08:00:00Z,0,1.1,99.4,0.4,2017-01-03,49,59,1.1,11,5.4
2017-01-03T09:00:00Z,0,1,99.4,1,2017-01-03,49,59,1.2,6.7,5.7
2017-01-03T10:00:00Z,0,3.1,98.5,1.6,2017-01-03,49,59,1,19.1,8.4
2017-01-03T11:00:00Z,0,6,87.3,3.2,2017-01-03,49,59,0.6,17.1,30.1
2017-01-03T12:00:00Z,0,7.8,78.8,4,2017-01-03,49,59,0.6,14.4,36.9
2017-01-03T13:00:00Z,0,8.5,82.3,3.6,2017-01-03,49,59,0.6,11.9,43
2017-01-03T14:00:00Z,0,8.6,82.7,3.5,2017-01-03,49,59,0.6,10.7,48
2017-01-03T15:00:00Z,0,9.1,63.1,3.8,2017-01-03,49,59,0.6,12.5,42.6
2017-01-03T16:00:00Z,0,8.8,57.9,3.2,2017-01-03,49,59,0.6,13.7,39.6
2017-01-03T17:00:00Z,0,7.7,61.2,1.7,2017-01-03,49,59,0.6,19.4,31.1
2017-01-03T18:00:00Z,0,6.2,65.2,0.8,2017-01-03,49,59,0.7,27.7,19.4
2017-01-03T19:00:00Z,0,4.9,72.4,0.8,2017-01-03,49,59,1,30.1,2.7
2017-01-03T20:00:00Z,0,4.5,76.4,0.6,2017-01-03,49,59,1.1,33.9,3.6
2017-01-03T21:00:00Z,0,3.9,94.3,1.4,2017-01-03,49,59,1,32.6,4.1
2017-01-03T22:00:00Z,0,2.7,99.4,1,2017-01-03,49,59,0.9,32.1,4.5
2017-01-03T23:00:00Z,0,2.6,99.5,1,2017-01-03,49,59,1,33.9,4.7
2017-01-04T00:00:00Z,0,2.4,99.5,1.4,2017-01-04,53,62,1,30.1,4.6
2017-01-04T01:00:00Z,0,0.8,99.5,1.5,2017-01-04,53,62,1,27.5,4.7
2017-01-04T02:00:00Z,0,-0.5,99.6,2.5,2017-01-04,53,62,1,24.3,4.5
2017-01-04T03:00:00Z,0,-0.1,99.6,2.5,2017-01-04,53,62,1.1,20.4,5.2
2017-01-04T04:00:00Z,0,-0.4,99.6,2.3,2017-01-04,53,62,1,19.5,5
2017-01-04T05:00:00Z,0,-0.6,99.6,2.2,2017-01-04,53,62,1,18.7,4.4
2017-01-04T06:00:00Z,0,-0.6,99.6,2.8,2017-01-04,53,62,1,20.5,3.8
2017-01-04T07:00:00Z,0,-0.7,99.6,2.5,2017-01-04,53,62,0.9,21.9,3.8
2017-01-04T08:00:00Z,0,-0.2,99.6,2.7,2017-01-04,53,62,0.9,23.1,3.7
2017-01-04T09:00:00Z,0,-0.2,99.6,2.7,2017-01-04,53,62,0.9,22,5
2017-01-04T10:00:00Z,0,-0.4,99.6,2.9,2017-01-04,53,62,1,21.8,6.7
2017-01-04T11:00:00Z,0,0,99.6,3,2017-01-04,53,62,0.9,21.8,9.3
2017-01-04T12:00:00Z,0,0.9,99.6,3.2,2017-01-04,53,62,1,23.5,14.8
2017-01-04T13:00:00Z,0,4.1,98,3.7,2017-01-04,53,62,0.9,24.7,21.9
2017-01-04T14:00:00Z,0,5.9,87.6,2.8,2017-01-04,53,62,0.8,24.2,26.1
2017-01-04T15:00:00Z,0,7.2,75.1,2.9,2017-01-04,53,62,0.8,26.8,25.2
2017-01-04T16:00:00Z,0,6.9,78.3,2.6,2017-01-04,53,62,0.9,34.6,13.9
2017-01-04T17:00:00Z,0,5.7,90,1.5,2017-01-04,53,62,0.9,38.9,6.8
2017-01-04T18:00:00Z,0,1.7,99.5,2.3,2017-01-04,53,62,1,30.5,4.8
2017-01-04T19:00:00Z,0,0.8,99.4,2,2017-01-04,53,62,0.9,33.9,5
2017-01-04T20:00:00Z,0,0.2,99.4,1.7,2017-01-04,53,62,0.9,35.7,6
2017-01-04T21:00:00Z,0,-0.3,99.4,1.2,2017-01-04,53,62,0.9,34.7,5.8
2017-01-04T22:00:00Z,0,-0.4,99.4,1,2017-01-04,53,62,0.9,36.4,6
2017-01-04T23:00:00Z,0,-0.5,99.3,1.5,2017-01-04,53,62,1,34,5.4
2017-01-05T00:00:00Z,0,-0.3,99.3,0.8,2017-01-05,31,35,1,34.2,5.1
2017-01-05T01:00:00Z,0,0,99.3,1.7,2017-01-05,31,35,1,34.9,6.4
2017-01-05T02:00:00Z,0,0.2,99.3,1.9,2017-01-05,31,35,0.9,30.8,6.3
2017-01-05T03:00:00Z,0,0.4,99.3,2.5,2017-01-05,31,35,0.9,28.5,7.6
2017-01-05T04:00:00Z,0,-0.2,99.4,2.4,2017-01-05,31,35,0.8,27.7,6
2017-01-05T05:00:00Z,0,-0.9,99.4,1.5,2017-01-05,31,35,0.8,27.3,7.2
2017-01-05T06:00:00Z,0,-0.3,99.4,2.1,2017-01-05,31,35,0.8,27.9,4.9
2017-01-05T07:00:00Z,0,-0.8,99.4,2.1,2017-01-05,31,35,0.8,27.3,4.9
2017-01-05T08:00:00Z,0,-0.8,98.8,1.7,2017-01-05,31,35,0.8,26.7,5.3
2017-01-05T09:00:00Z,0,0.4,85.5,2.3,2017-01-05,31,35,0.8,28.1,8.2
2017-01-05T10:00:00Z,0,3.7,62.1,3.1,2017-01-05,31,35,0.6,25.5,24.5
2017-01-05T11:00:00Z,0,6.5,41,3,2017-01-05,31,35,0.6,27.4,21.6
2017-01-05T12:00:00Z,0,8.4,28.7,2.4,2017-01-05,31,35,0.6,23.1,33.8
2017-01-05T13:00:00Z,0,9.2,22.8,2.4,2017-01-05,31,35,0.5,14.4,55.9
2017-01-05T14:00:00Z,0,9.2,20.2,2.7,2017-01-05,31,35,0.5,13.7,59.1
2017-01-05T15:00:00Z,0,9.3,18.3,2.9,2017-01-05,31,35,0.5,16.5,57.3
2017-01-05T16:00:00Z,0.2,8.7,20.4,3.3,2017-01-05,31,35,0.5,16.5,55.7
2017-01-05T17:00:00Z,0,6.5,24.6,4.7,2017-01-05,31,35,0.5,15.6,55.2
2017-01-05T18:00:00Z,0,4.8,23.9,4.7,2017-01-05,31,35,0.5,21.6,46
2017-01-05T19:00:00Z,0,4.8,20.4,6.6,2017-01-05,31,35,0.4,14.2,58.5
2017-01-05T20:00:00Z,0,4.3,21.1,6.8,2017-01-05,31,35,0.4,11.9,59.9
2017-01-05T21:00:00Z,0,3.9,22.2,6.8,2017-01-05,31,35,0.4,10.6,59.6
2017-01-05T22:00:00Z,0,2,28.8,3.3,2017-01-05,31,35,0.4,11.6,53.3
2017-01-05T23:00:00Z,0,1.7,28.1,3.6,2017-01-05,31,35,0.5,9.2,57.4
2017-01-06T00:00:00Z,0,1.4,28.7,3.3,2017-01-06,11,12,0.5,12.2,47.3
2017-01-06T01:00:00Z,0,1.3,28.2,4,2017-01-06,11,12,0.4,11.4,49.8
2017-01-06T02:00:00Z,0,1.3,27.2,2.3,2017-01-06,11,12,0.5,12.5,50
2017-01-06T03:00:00Z,0,1.4,26.1,2.2,2017-01-06,11,12,0.4,9.7,55.3
2017-01-06T04:00:00Z,0,0.1,29.6,1.2,2017-01-06,11,12,0.4,8.1,55.8
2017-01-06T05:00:00Z,0,1.3,24.7,2.4,2017-01-06,11,12,0.4,11.1,49.9
2017-01-06T06:00:00Z,0,0.1,27.8,1.3,2017-01-06,11,12,0.5,16.1,41.7
2017-01-06T07:00:00Z,0,-0.7,29.9,1.2,2017-01-06,11,12,0.5,24.2,31.4
2017-01-06T08:00:00Z,0,-0.8,29.8,1.1,2017-01-06,11,12,0.5,17.5,45.8
2017-01-06T09:00:00Z,0,-0.5,30,1.4,2017-01-06,11,12,0.5,22.5,36.7
2017-01-06T10:00:00Z,0,1,33.3,0.7,2017-01-06,11,12,0.5,24.5,36.7
2017-01-06T11:00:00Z,0,2.8,27.2,1.4,2017-01-06,11,12,0.5,22,40.1
2017-01-06T12:00:00Z,0,3.6,29.6,3,2017-01-06,11,12,0.5,20.7,42.1
2017-01-06T13:00:00Z,0,3.9,32.4,2.4,2017-01-06,11,12,0.5,13.8,52.9
2017-01-06T14:00:00Z,0,3.9,34.6,2.8,2017-01-06,11,12,0.5,11.8,56.8
2017-01-06T15:00:00Z,0,4.2,35.2,2.6,2017-01-06,11,12,0.5,10.4,59.8
2017-01-06T16:00:00Z,0,3.8,34.6,2.5,2017-01-06,11,12,0.5,14.4,53.1
2017-01-06T17:00:00Z,0,2.8,37.7,2.3,2017-01-06,11,12,0.5,19.8,44.5
2017-01-06T18:00:00Z,0,1.1,47.5,2.1,2017-01-06,11,12,0.5,29.5,27.4
2017-01-06T19:00:00Z,0,0,51.6,1.5,2017-01-06,11,12,0.5,27.6,30.3
2017-01-06T20:00:00Z,0,-0.5,54.6,1.6,2017-01-06,11,12,0.6,33.9,22
2017-01-06T21:00:00Z,0,-1.4,61.1,1.6,2017-01-06,11,12,0.7,31.8,24.2
2017-01-06T22:00:00Z,0,-2,63.3,1.4,2017-01-06,11,12,0.6,24.5,32
2017-01-06T23:00:00Z,0,-2.4,63.9,1.2,2017-01-06,11,12,0.7,32.3,16
2017-01-07T00:00:00Z,0,-3.9,68.9,1.3,2017-01-07,37,45,0.9,33.1,11.7
2017-01-07T01:00:00Z,0,-4.4,67.6,1.3,2017-01-07,37,45,1,38.8,10.6
2017-01-07T02:00:00Z,0,-4.7,68.8,1,2017-01-07,37,45,1.2,41,12.1
2017-01-07T03:00:00Z,0,-5.1,71,1,2017-01-07,37,45,1.2,39.3,11.1
2017-01-07T04:00:00Z,0,-5.6,74.3,1,2017-01-07,37,45,1.1,39.3,8.8
2017-01-07T05:00:00Z,0,-6.1,77,0.9,2017-01-07,37,45,0.9,33.5,8.6
2017-01-07T06:00:00Z,0,-6.1,73.9,0.7,2017-01-07,37,45,0.9,32.3,7
2017-01-07T07:00:00Z,0,-6.5,77.7,1.3,2017-01-07,37,45,0.9,31.9,6.5
2017-01-07T08:00:00Z,0,-7,81.7,1,2017-01-07,37,45,0.9,31.7,5.7
2017-01-07T09:00:00Z,0,-6.9,83.6,0.6,2017-01-07,37,45,0.9,30.8,7.3
2017-01-07T10:00:00Z,0,-5,80,0.5,2017-01-07,37,45,0.8,30.1,12.9
2017-01-07T11:00:00Z,0,-2.3,63.6,0.6,2017-01-07,37,45,0.8,29.8,18.5
2017-01-07T12:00:00Z,0,-0.3,52,1.1,2017-01-07,37,45,0.8,30.4,26.4
2017-01-07T13:00:00Z,0,1.4,46.6,1,2017-01-07,37,45,0.6,16.8,53.5
2017-01-07T14:00:00Z,0,1.7,46.3,1.7,2017-01-07,37,45,0.5,13.7,60.7
2017-01-07T15:00:00Z,0,2.1,47.6,2.1,2017-01-07,37,45,0.5,13.5,60
2017-01-07T16:00:00Z,0,2.3,46.9,1.2,2017-01-07,37,45,0.5,14.7,57
2017-01-07T17:00:00Z,0,1.5,49.4,0.6,2017-01-07,37,45,0.6,21.2,45.2
2017-01-07T18:00:00Z,0,0.3,53.5,1.1,2017-01-07,37,45,0.7,42.7,15.5
2017-01-07T19:00:00Z,0,-0.1,54.2,0.9,2017-01-07,37,45,0.9,50.4,7.5
2017-01-07T20:00:00Z,0,-1.1,59.1,0.9,2017-01-07,37,45,1,56.4,4.4
2017-01-07T21:00:00Z,0,-1.7,62,0.9,2017-01-07,37,45,0.8,52.4,5.9
2017-01-07T22:00:00Z,0,-2.8,69.7,1.4,2017-01-07,37,45,0.9,49.7,7
2017-01-07T23:00:00Z,0,-3.6,75.3,1.6,2017-01-07,37,45,0.9,42.9,7.1
2017-01-08T00:00:00Z,0,-4.1,76.2,1.8,2017-01-08,33,41,0.9,39.6,6.2
2017-01-08T01:00:00Z,0,-4.6,77.6,1.9,2017-01-08,33,41,0.9,39.1,5.8
2017-01-08T02:00:00Z,0,-4.7,77.1,1.8,2017-01-08,33,41,0.8,34.9,7.2
2017-01-08T03:00:00Z,0,-4.6,76.2,1.6,2017-01-08,33,41,0.8,34.3,6
2017-01-08T04:00:00Z,0,-5.1,79.6,1.3,2017-01-08,33,41,0.9,37.3,5.1
2017-01-08T05:00:00Z,0,-5.4,82.4,1,2017-01-08,33,41,0.9,37.4,5.5
2017-01-08T06:00:00Z,0,-5.7,86,0.6,2017-01-08,33,41,0.7,27.6,15.1
2017-01-08T07:00:00Z,0,-5.9,85,0.3,2017-01-08,33,41,0.8,26.5,15
2017-01-08T08:00:00Z,0,-6,85.1,0.6,2017-01-08,33,41,0.8,29.8,8.3
2017-01-08T09:00:00Z,0,-6.1,85.5,0.6,2017-01-08,33,41,0.8,29.3,10.7
2017-01-08T10:00:00Z,0,-4.3,76.8,0.9,2017-01-08,33,41,0.8,26.7,18.9
2017-01-08T11:00:00Z,0,-2.3,64.9,1.6,2017-01-08,33,41,0.8,25.2,24.8
2017-01-08T12:00:00Z,0,-0.3,54.4,2.2,2017-01-08,33,41,0.8,20.8,37
2017-01-08T13:00:00Z,0,0.8,50,2.5,2017-01-08,33,41,0.7,17.1,48.5
2017-01-08T14:00:00Z,0,1.5,51,2.2,2017-01-08,33,41,0.6,12.6,60.8
2017-01-08T15:00:00Z,0,2.3,49.4,1.5,2017-01-08,33,41,0.5,11.7,64.1
2017-01-08T16:00:00Z,0,2.4,49.4,1.3,2017-01-08,33,41,0.5,13.9,62
2017-01-08T17:00:00Z,0,1.5,52.6,1.3,2017-01-08,33,41,0.6,19.8,51.5
2017-01-08T18:00:00Z,0,0.4,57,1.2,2017-01-08,33,41,0.6,30.9,34.1
2017-01-08T19:00:00Z,0,-0.6,62.3,0.8,2017-01-08,33,41,0.7,45.5,15.4
2017-01-08T20:00:00Z,0,-1.3,66.1,0.8,2017-01-08,33,41,1,53.8,5.5
2017-01-08T21:00:00Z,0,-2.1,70,1,2017-01-08,33,41,0.9,54,4.9
2017-01-08T22:00:00Z,0,-2.8,74.7,1.2,2017-01-08,33,41,0.9,47,6.1
2017-01-08T23:00:00Z,0,-3,76.1,0.9,2017-01-08,33,41,1,46.7,7.9
2017-01-09T00:00:00Z,0,-2.7,74,1,2017-01-09,62,82,0.9,41.4,8.2
2017-01-09T01:00:00Z,0,-2.5,75.6,1.1,2017-01-09,62,82,0.9,32.6,11.6
2017-01-09T02:00:00Z,0,-3,78.6,1.6,2017-01-09,62,82,0.9,33.9,12.1
2017-01-09T03:00:00Z,0,-3.3,78.5,2.2,2017-01-09,62,82,1,37.1,6.2
2017-01-09T04:00:00Z,0,-3.2,80.2,2.3,2017-01-09,62,82,1,36.1,7
2017-01-09T05:00:00Z,0,-4.9,89.4,2.4,2017-01-09,62,82,1,34.4,6.5
2017-01-09T06:00:00Z,0,-4.7,92.7,3.3,2017-01-09,62,82,0.9,30.4,6.3
2017-01-09T07:00:00Z,0,-4.6,96.3,4,2017-01-09,62,82,1,28.9,5.8
2017-01-09T08:00:00Z,0,-4.3,93.7,4.1,2017-01-09,62,82,1,29,5.4
2017-01-09T09:00:00Z,0,-4.2,94.6,3.3,2017-01-09,62,82,0.9,27.2,7.1
2017-01-09T10:00:00Z,0,-3.4,92.2,1.8,2017-01-09,62,82,0.9,26.3,11.2
2017-01-09T11:00:00Z,0,-1.9,83.9,0.8,2017-01-09,62,82,0.9,29,15.5
2017-01-09T12:00:00Z,0,-0.5,78.6,1.1,2017-01-09,62,82,0.9,27.9,18.6
2017-01-09T13:00:00Z,0,0.4,72.1,1.1,2017-01-09,62,82,1,30.2,17.5
2017-01-09T14:00:00Z,0,1.2,67.8,0.7,2017-01-09,62,82,1,31.7,19.1
2017-01-09T15:00:00Z,0,2.5,62.4,1.2,2017-01-09,62,82,0.9,34.1,19.4
2017-01-09T16:00:00Z,0,2.2,64.3,2.2,2017-01-09,62,82,0.8,31.1,25.8
2017-01-09T17:00:00Z,0,1.6,66.8,1.3,2017-01-09,62,82,0.9,36,15.6
2017-01-09T18:00:00Z,0,0.2,69.4,1.1,2017-01-09,62,82,1,42.9,6.7
2017-01-09T19:00:00Z,0,-0.7,71.6,1.4,2017-01-09,62,82,1.1,47.3,6.4
2017-01-09T20:00:00Z,0,-1.5,74.5,0.8,2017-01-09,62,82,1.1,47.7,6.6
2017-01-09T21:00:00Z,0,-2.5,80.5,0.6,2017-01-09,62,82,1.3,45.2,7.3
2017-01-09T22:00:00Z,0,-3.2,85.5,0.4,2017-01-09,62,82,1.2,46.7,7
2017-01-09T23:00:00Z,0,-2.8,83.7,0.9,2017-01-09,62,82,1.1,44.7,6.7
2017-01-10T00:00:00Z,0,-3.9,90.5,1,2017-01-10,41,57,1.1,40.9,6.8
2017-01-10T01:00:00Z,0,-4.5,94.6,0.9,2017-01-10,41,57,1.1,39.2,7.1
2017-01-10T02:00:00Z,0,-3.9,89.1,1.4,2017-01-10,41,57,1.1,42.3,6.7
2017-01-10T03:00:00Z,0,-3.7,88.3,1.1,2017-01-10,41,57,1.1,42.7,6.7
2017-01-10T04:00:00Z,0,-2.7,84.5,1.3,2017-01-10,41,57,1,39.5,5.7
2017-01-10T05:00:00Z,0,-2.8,91.4,1,2017-01-10,41,57,1.1,35.2,5.6
2017-01-10T06:00:00Z,0,-1.2,88.7,1.7,2017-01-10,41,57,1,32.2,4.6
2017-01-10T07:00:00Z,0,-0.2,88.7,2.2,2017-01-10,41,57,0.7,26.4,13.9
2017-01-10T08:00:00Z,0,-0.3,97.9,2.6,2017-01-10,41,57,0.7,24.9,10.8
2017-01-10T09:00:00Z,0,-0.5,99.4,3.6,2017-01-10,41,57,0.7,17.5,22.4
2017-01-10T10:00:00Z,0,-0.5,99.4,4.2,2017-01-10,41,57,0.7,16.2,26.7
2017-01-10T11:00:00Z,0,0.1,99.4,3.6,2017-01-10,41,57,0.7,15.4,30.2
2017-01-10T12:00:00Z,0,0.5,99.3,3.8,2017-01-10,41,57,0.7,16.8,30.5
2017-01-10T13:00:00Z,0,0.7,98.6,4.2,2017-01-10,41,57,0.7,19.1,27
2017-01-10T14:00:00Z,0,0.7,97.9,3.9,2017-01-10,41,57,0.8,19,27.5
2017-01-10T15:00:00Z,0,0.6,95.4,3.3,2017-01-10,41,57,0.7,20.4,25.6
2017-01-10T16:00:00Z,0,0.6,91.7,2.7,2017-01-10,41,57,0.8,26.9,17.2
2017-01-10T17:00:00Z,0,0.5,92.3,2.6,2017-01-10,41,57,0.8,29.5,13.1
2017-01-10T18:00:00Z,0,0.3,94.1,2.3,2017-01-10,41,57,0.9,30.7,11.4
2017-01-10T19:00:00Z,0,0.3,92.8,2.3,2017-01-10,41,57,0.8,32.1,10.4
2017-01-10T20:00:00Z,0,0.3,89.7,2.6,2017-01-10,41,57,0.8,31,11.7
2017-01-10T21:00:00Z,0,0.3,85,2.8,2017-01-10,41,57,0.8,26.9,19.7
2017-01-10T22:00:00Z,0,0.1,81.7,2.7,2017-01-10,41,57,0.7,22.3,25.8
2017-01-10T23:00:00Z,0,-0.1,79.5,2.6,2017-01-10,41,57,0.7,19.4,28.7
2017-01-11T00:00:00Z,0,-0.5,77.8,3.4,2017-01-11,30,38,0.7,15.7,32.4
2017-01-11T01:00:00Z,0,-1.1,70.9,3.4,2017-01-11,30,38,0.7,12.5,36.1
2017-01-11T02:00:00Z,0,-1.6,65.8,3.9,2017-01-11,30,38,0.7,10.6,38
2017-01-11T03:00:00Z,0,-1.8,66,3,2017-01-11,30,38,0.7,11.6,35
2017-01-11T04:00:00Z,0,-2,64.1,2.7,2017-01-11,30,38,0.7,12,34.6
2017-01-11T05:00:00Z,0,-2.1,63.1,2.1,2017-01-11,30,38,0.7,12.1,36.7
2017-01-11T06:00:00Z,0,-2.3,61.9,2,2017-01-11,30,38,0.7,14.7,34.1
2017-01-11T07:00:00Z,0,-2.5,62.2,1.5,2017-01-11,30,38,0.7,17,35.1
2017-01-11T08:00:00Z,0,-2.7,63.7,1.6,2017-01-11,30,38,0.7,21.5,29.7
2017-01-11T09:00:00Z,0,-2.8,62.1,1.8,2017-01-11,30,38,0.7,25.1,25.8
2017-01-11T10:00:00Z,0,-2.8,59.9,1.7,2017-01-11,30,38,0.7,25.9,24.4
2017-01-11T11:00:00Z,0,-1.7,55.4,1.1,2017-01-11,30,38,0.6,25.9,30.8
2017-01-11T12:00:00Z,0,-0.1,54.7,1.7,2017-01-11,30,38,0.5,18.2,41.5
2017-01-11T13:00:00Z,0,1,53.5,1.5,2017-01-11,30,38,0.5,15,53.7
2017-01-11T14:00:00Z,0,1.5,52.8,1.4,2017-01-11,30,38,0.6,19.9,51.3
2017-01-11T15:00:00Z,0,1.9,53.1,1.9,2017-01-11,30,38,0.6,22.1,49.7
2017-01-11T16:00:00Z,0,2.2,54,1.8,2017-01-11,30,38,0.7,25.9,47.2
2017-01-11T17:00:00Z,0,1.4,58.6,1.7,2017-01-11,30,38,0.7,37.9,34.7
2017-01-11T18:00:00Z,0,0,63.7,1.5,2017-01-11,30,38,0.8,44.6,17.1
2017-01-11T19:00:00Z,0,-1.1,68.1,0.7,2017-01-11,30,38,0.8,52.6,10.6
2017-01-11T20:00:00Z,0,-1.2,70.2,2.5,2017-01-11,30,38,0.8,62.9,6.1
2017-01-11T21:00:00Z,0,-1.4,72.7,2.7,2017-01-11,30,38,0.8,56.2,8.1
2017-01-11T22:00:00Z,0,-0.8,71.6,2.7,2017-01-11,30,38,0.8,50.6,10.1
2017-01-11T23:00:00Z,0,-0.5,70.3,3.5,2017-01-11,30,38,0.8,48.7,10.8
2017-01-12T00:00:00Z,0,-0.4,74.6,4.2,2017-01-12,50,64,0.8,57.5,3.8
2017-01-12T01:00:00Z,0,-0.4,78.3,3.6,2017-01-12,50,64,0.8,57.5,3.3
2017-01-12T02:00:00Z,0,-0.4,81.1,3.5,2017-01-12,50,64,0.8,57.5,3.1
2017-01-12T03:00:00Z,0,-0.4,83.7,3.5,2017-01-12,50,64,0.8,57.5,3.1
2017-01-12T04:00:00Z,0,-0.3,86.1,3.6,2017-01-12,50,64,0.8,57.5,3.4
2017-01-12T05:00:00Z,0,-0.4,90.1,2.2,2017-01-12,50,64,0.8,57.5,3.3
2017-01-12T06:00:00Z,0,-0.4,90.1,1.4,2017-01-12,50,64,0.8,57.5,3.3
